
---------- Begin Simulation Statistics ----------
final_tick                               100435935000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
system.cpu.itb.stage2_mmu.stage2_tlb.inst_misses            0                       # ITB inst misses
system.cpu.itb.stage2_mmu.stage2_tlb.misses            0                       # DTB misses
system.cpu.itb.stage2_mmu.stage2_tlb.perms_faults            0                       # Number of TLB faults due to permissions restrictions
system.cpu.itb.stage2_mmu.stage2_tlb.prefetch_faults            0                       # Number of TLB faults due to prefetch
system.cpu.itb.stage2_mmu.stage2_tlb.read_accesses            0                       # DTB read accesses
system.cpu.itb.stage2_mmu.stage2_tlb.read_hits            0                       # DTB read hits
system.cpu.itb.stage2_mmu.stage2_tlb.read_misses            0                       # DTB read misses
system.cpu.itb.stage2_mmu.stage2_tlb.walker.walkRequestOrigin_Requested::Data            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.stage2_mmu.stage2_tlb.walker.walkRequestOrigin_Requested::Inst            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.stage2_mmu.stage2_tlb.walker.walkRequestOrigin_Requested::total            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.stage2_mmu.stage2_tlb.walker.walkRequestOrigin_Completed::Data            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.stage2_mmu.stage2_tlb.walker.walkRequestOrigin_Completed::Inst            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.stage2_mmu.stage2_tlb.walker.walkRequestOrigin_Completed::total            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.stage2_mmu.stage2_tlb.walker.walkRequestOrigin::total            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.stage2_mmu.stage2_tlb.walker.walks            0                       # Table walker walks requested
system.cpu.itb.stage2_mmu.stage2_tlb.write_accesses            0                       # DTB write accesses
system.cpu.itb.stage2_mmu.stage2_tlb.write_hits            0                       # DTB write hits
system.cpu.itb.stage2_mmu.stage2_tlb.write_misses            0                       # DTB write misses
system.cpu.itb.walker.walkRequestOrigin_Requested::Data            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.walker.walkRequestOrigin_Requested::Inst            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.walker.walkRequestOrigin_Requested::total            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.walker.walkRequestOrigin_Completed::Data            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.walker.walkRequestOrigin_Completed::Inst            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.walker.walkRequestOrigin_Completed::total            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.walker.walkRequestOrigin::total            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.walker.walks                         0                       # Table walker walks requested
system.cpu.itb.write_accesses                       0                       # DTB write accesses
system.cpu.itb.write_hits                           0                       # DTB write hits
system.cpu.itb.write_misses                         0                       # DTB write misses
system.cpu.kern.inst.arm                            0                       # number of arm instructions executed
system.cpu.kern.inst.quiesce                     2923                       # number of quiesce instructions executed
system.cpu.numCycles                         10745714                       # number of cpu cycles simulated
system.cpu.numFetchSuspends                      2923                       # Number of times Execute suspended instruction fetching
system.cpu.numWorkItemsCompleted                    0                       # number of work items this cpu completed
system.cpu.numWorkItemsStarted                      0                       # number of work items this cpu started
system.cpu.op_class_0::No_OpClass                   0      0.00%      0.00% # Class of committed instruction
system.cpu.op_class_0::IntAlu                 3027424     71.45%     71.45% # Class of committed instruction
system.cpu.op_class_0::IntMult                   6931      0.16%     71.61% # Class of committed instruction
system.cpu.op_class_0::IntDiv                       0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::FloatAdd                     0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::FloatCmp                     0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::FloatCvt                     0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::FloatMult                    0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::FloatMultAcc                 0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::FloatDiv                     0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::FloatMisc                    0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::FloatSqrt                    0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdAdd                      0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdAddAcc                   0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdAlu                      0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdCmp                      0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdCvt                      0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdMisc                     0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdMult                     0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdMultAcc                  0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdShift                    0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdShiftAcc                 0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdDiv                      0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdSqrt                     0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdFloatAdd                 0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdFloatAlu                 0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdFloatCmp                 0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdFloatCvt                 0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdFloatDiv                 0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdFloatMisc                0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdFloatMult                0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdFloatMultAcc             0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdFloatSqrt                0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdReduceAdd                0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdReduceAlu                0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdReduceCmp                0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdFloatReduceAdd            0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdFloatReduceCmp            0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdAes                      0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdAesMix                   0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdSha1Hash                 0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdSha1Hash2                0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdSha256Hash               0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdSha256Hash2              0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdShaSigma2                0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdShaSigma3                0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::SimdPredAlu                  0      0.00%     71.61% # Class of committed instruction
system.cpu.op_class_0::MemRead                 734992     17.35%     88.96% # Class of committed instruction
system.cpu.op_class_0::MemWrite                467938     11.04%    100.00% # Class of committed instruction
system.cpu.op_class_0::FloatMemRead                 0      0.00%    100.00% # Class of committed instruction
system.cpu.op_class_0::FloatMemWrite                0      0.00%    100.00% # Class of committed instruction
system.cpu.op_class_0::IprAccess                    0      0.00%    100.00% # Class of committed instruction
system.cpu.op_class_0::InstPrefetch                 0      0.00%    100.00% # Class of committed instruction
system.cpu.op_class_0::total                  4237285                       # Class of committed instruction
system.cpu.quiesceCycles                     70043810                       # Total number of cycles that CPU has spent quiesced or waiting for an interrupt
system.cpu.tickCycles                         4819512                       # Number of cycles that the object actually ticked
system.membus.snoop_filter.hit_multi_requests          996                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data.
system.membus.snoop_filter.hit_multi_snoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data.
system.membus.snoop_filter.hit_single_requests        17844                       # Number of requests hitting in the snoop filter with a single holder of the requested data.
system.membus.snoop_filter.hit_single_snoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data.
system.membus.snoop_filter.tot_requests         35811                       # Total number of requests made to the snoop filter.
system.membus.snoop_filter.tot_snoops               0                       # Total number of snoops made to the snoop filter.
system.bridge.pwrStateResidencyTicks::UNDEFINED 100435935000                       # Cumulative time (in ticks) in various power states
system.voltage_domain.voltage                       1                       # Voltage in Volts
system.iocache.pwrStateResidencyTicks::UNDEFINED 100435935000                       # Cumulative time (in ticks) in various power states
system.iocache.blocked_cycles::no_mshrs             0                       # number of cycles access was blocked
system.iocache.blocked_cycles::no_targets            0                       # number of cycles access was blocked
system.iocache.blocked::no_mshrs                    0                       # number of cycles access was blocked
system.iocache.blocked::no_targets                  0                       # number of cycles access was blocked
system.iocache.avg_blocked_cycles::no_mshrs          nan                       # average number of cycles each access was blocked
system.iocache.avg_blocked_cycles::no_targets          nan                       # average number of cycles each access was blocked
system.iocache.replacements                         0                       # number of replacements
system.iocache.tags.pwrStateResidencyTicks::UNDEFINED 100435935000                       # Cumulative time (in ticks) in various power states
system.iocache.tags.tagsinuse                       0                       # Cycle average of tags in use
system.iocache.tags.total_refs                      0                       # Total number of references to valid blocks.
system.iocache.tags.sampled_refs                    0                       # Sample count of references to valid blocks.
system.iocache.tags.avg_refs                      nan                       # Average number of references to valid blocks.
system.iocache.tags.warmup_cycle                    0                       # Cycle when the warmup percentage was hit.
system.iocache.tags.tag_accesses                    0                       # Number of tag accesses
system.iocache.tags.data_accesses                   0                       # Number of data accesses
system.membus.pwrStateResidencyTicks::UNDEFINED 100435935000                       # Cumulative time (in ticks) in various power states
system.membus.trans_dist::ReadReq             1182562                       # Transaction distribution
system.membus.trans_dist::ReadResp            1199047                       # Transaction distribution
system.membus.trans_dist::WriteReq             481176                       # Transaction distribution
system.membus.trans_dist::WriteResp            481176                       # Transaction distribution
system.membus.trans_dist::WritebackDirty         3215                       # Transaction distribution
system.membus.trans_dist::CleanEvict            14586                       # Transaction distribution
system.membus.trans_dist::ReadExReq              1491                       # Transaction distribution
system.membus.trans_dist::ReadExResp             1491                       # Transaction distribution
system.membus.trans_dist::ReadCleanReq          13220                       # Transaction distribution
system.membus.trans_dist::ReadSharedReq          3273                       # Transaction distribution
system.membus.pkt_count_system.cpu.icache.mem_side::system.realview.bootmem.port        39477                       # Packet count per connected master and slave (bytes)
system.membus.pkt_count_system.cpu.icache.mem_side::total        39477                       # Packet count per connected master and slave (bytes)
system.membus.pkt_count_system.cpu.dcache.mem_side::system.realview.bootmem.port          196                       # Packet count per connected master and slave (bytes)
system.membus.pkt_count_system.cpu.dcache.mem_side::system.realview.gic.pio        11882                       # Packet count per connected master and slave (bytes)
system.membus.pkt_count_system.cpu.dcache.mem_side::system.mem_ctrls.port        14096                       # Packet count per connected master and slave (bytes)
system.membus.pkt_count_system.cpu.dcache.mem_side::system.acctest.mem2cls.slave        49148                       # Packet count per connected master and slave (bytes)
system.membus.pkt_count_system.cpu.dcache.mem_side::total        75322                       # Packet count per connected master and slave (bytes)
system.membus.pkt_count_system.acctest.coherency_bus.master[0]::system.mem_ctrls.port      3266438                       # Packet count per connected master and slave (bytes)
system.membus.pkt_count_system.acctest.coherency_bus.master[0]::total      3266438                       # Packet count per connected master and slave (bytes)
system.membus.pkt_count::total                3381237                       # Packet count per connected master and slave (bytes)
system.membus.pkt_size_system.cpu.icache.mem_side::system.realview.bootmem.port       846080                       # Cumulative packet size per connected master and slave (bytes)
system.membus.pkt_size_system.cpu.icache.mem_side::total       846080                       # Cumulative packet size per connected master and slave (bytes)
system.membus.pkt_size_system.cpu.dcache.mem_side::system.realview.bootmem.port         4672                       # Cumulative packet size per connected master and slave (bytes)
system.membus.pkt_size_system.cpu.dcache.mem_side::system.realview.gic.pio        23764                       # Cumulative packet size per connected master and slave (bytes)
system.membus.pkt_size_system.cpu.dcache.mem_side::system.mem_ctrls.port       505984                       # Cumulative packet size per connected master and slave (bytes)
system.membus.pkt_size_system.cpu.dcache.mem_side::system.acctest.mem2cls.slave        65509                       # Cumulative packet size per connected master and slave (bytes)
system.membus.pkt_size_system.cpu.dcache.mem_side::total       599929                       # Cumulative packet size per connected master and slave (bytes)
system.membus.pkt_size_system.acctest.coherency_bus.master[0]::system.mem_ctrls.port    104524740                       # Cumulative packet size per connected master and slave (bytes)
system.membus.pkt_size_system.acctest.coherency_bus.master[0]::total    104524740                       # Cumulative packet size per connected master and slave (bytes)
system.membus.pkt_size::total               105970749                       # Cumulative packet size per connected master and slave (bytes)
system.membus.snoops                                0                       # Total snoops (count)
system.membus.snoopTraffic                          0                       # Total snoop traffic (bytes)
system.membus.snoop_fanout::samples           1684075                       # Request fanout histogram
system.membus.snoop_fanout::mean             0.000617                       # Request fanout histogram
system.membus.snoop_fanout::stdev            0.024831                       # Request fanout histogram
system.membus.snoop_fanout::underflows              0      0.00%      0.00% # Request fanout histogram
system.membus.snoop_fanout::0                 1683036     99.94%     99.94% # Request fanout histogram
system.membus.snoop_fanout::1                    1039      0.06%    100.00% # Request fanout histogram
system.membus.snoop_fanout::2                       0      0.00%    100.00% # Request fanout histogram
system.membus.snoop_fanout::3                       0      0.00%    100.00% # Request fanout histogram
system.membus.snoop_fanout::4                       0      0.00%    100.00% # Request fanout histogram
system.membus.snoop_fanout::overflows               0      0.00%    100.00% # Request fanout histogram
system.membus.snoop_fanout::min_value               0                       # Request fanout histogram
system.membus.snoop_fanout::max_value               1                       # Request fanout histogram
system.membus.snoop_fanout::total             1684075                       # Request fanout histogram
system.membus.reqLayer6.occupancy          3904782160                       # Layer occupancy (ticks)
system.membus.reqLayer6.utilization               7.7                       # Layer utilization (%)
system.membus.reqLayer7.occupancy            62327124                       # Layer occupancy (ticks)
system.membus.reqLayer7.utilization               0.1                       # Layer utilization (%)
system.membus.reqLayer1.occupancy            38374763                       # Layer occupancy (ticks)
system.membus.reqLayer1.utilization               0.1                       # Layer utilization (%)
system.membus.reqLayer2.occupancy            11680375                       # Layer occupancy (ticks)
system.membus.reqLayer2.utilization               0.0                       # Layer utilization (%)
system.membus.badaddr_responder.pwrStateResidencyTicks::UNDEFINED 100435935000                       # Cumulative time (in ticks) in various power states
system.membus.respLayer4.occupancy           60759547                       # Layer occupancy (ticks)
system.membus.respLayer4.utilization              0.1                       # Layer utilization (%)
system.membus.respLayer7.occupancy         7053901409                       # Layer occupancy (ticks)
system.membus.respLayer7.utilization             14.0                       # Layer utilization (%)
system.membus.respLayer3.occupancy           66814000                       # Layer occupancy (ticks)
system.membus.respLayer3.utilization              0.1                       # Layer utilization (%)
system.acctest.harris_non_max0_spm.pwrStateResidencyTicks::UNDEFINED 100435935000                       # Cumulative time (in ticks) in various power states
system.acctest.elem_matrix2_spm.pwrStateResidencyTicks::UNDEFINED 100435935000                       # Cumulative time (in ticks) in various power states
system.acctest.elem_matrix3_spm.pwrStateResidencyTicks::UNDEFINED 100435935000                       # Cumulative time (in ticks) in various power states
system.acctest.local_bus.pwrStateResidencyTicks::UNDEFINED 100435935000                       # Cumulative time (in ticks) in various power states
system.acctest.local_bus.trans_dist::ReadReq      1065472                       # Transaction distribution
system.acctest.local_bus.trans_dist::ReadResp      1065472                       # Transaction distribution
system.acctest.local_bus.trans_dist::WriteReq      2541943                       # Transaction distribution
system.acctest.local_bus.trans_dist::WriteResp      2541942                       # Transaction distribution
system.acctest.local_bus.pkt_count_system.acctest.mem2cls.master::system.acctest.convolution0.pio          600                       # Packet count per connected master and slave (bytes)
system.acctest.local_bus.pkt_count_system.acctest.mem2cls.master::system.acctest.convolution0_dma.pio         1120                       # Packet count per connected master and slave (bytes)
system.acctest.local_bus.pkt_count_system.acctest.mem2cls.master::system.acctest.elem_matrix0.pio        24600                       # Packet count per connected master and slave (bytes)
system.acctest.local_bus.pkt_count_system.acctest.mem2cls.master::system.acctest.elem_matrix0_dma.pio        22624                       # Packet count per connected master and slave (bytes)
system.acctest.local_bus.pkt_count_system.acctest.mem2cls.master::system.acctest.grayscale0.pio           30                       # Packet count per connected master and slave (bytes)
system.acctest.local_bus.pkt_count_system.acctest.mem2cls.master::system.acctest.grayscale0_dma.pio           84                       # Packet count per connected master and slave (bytes)
system.acctest.local_bus.pkt_count_system.acctest.mem2cls.master::system.acctest.isp0.pio           36                       # Packet count per connected master and slave (bytes)
system.acctest.local_bus.pkt_count_system.acctest.mem2cls.master::system.acctest.isp0_dma.pio           54                       # Packet count per connected master and slave (bytes)
system.acctest.local_bus.pkt_count_system.acctest.mem2cls.master::total        49148                       # Packet count per connected master and slave (bytes)
